Mod:Item:MetaData, Localized Name
spartanfire:glaive_ice_dragonbone, item.spartanfire:glaive_ice_dragonbone.name
spartanfire:katana_jungle, item.spartanfire:katana_jungle.name
spartanfire:greatsword_jungle, item.spartanfire:greatsword_jungle.name
spartanfire:longsword_jungle, item.spartanfire:longsword_jungle.name
spartanfire:saber_jungle, item.spartanfire:saber_jungle.name
spartanfire:rapier_jungle, item.spartanfire:rapier_jungle.name
spartanfire:dagger_jungle, item.spartanfire:dagger_jungle.name
spartanfire:spear_jungle, item.spartanfire:spear_jungle.name
spartanfire:pike_jungle, item.spartanfire:pike_jungle.name
spartanfire:lance_jungle, item.spartanfire:lance_jungle.name
spartanfire:halberd_jungle, item.spartanfire:halberd_jungle.name
spartanfire:warhammer_jungle, item.spartanfire:warhammer_jungle.name
spartanfire:hammer_jungle, item.spartanfire:hammer_jungle.name
spartanfire:throwing_axe_jungle, item.spartanfire:throwing_axe_jungle.name
spartanfire:throwing_knife_jungle, item.spartanfire:throwing_knife_jungle.name
spartanfire:longbow_jungle, item.spartanfire:longbow_jungle.name
spartanfire:crossbow_jungle, item.spartanfire:spartanweaponry:crossbow_jungle.name
spartanfire:javelin_jungle, item.spartanfire:javelin_jungle.name
spartanfire:battleaxe_jungle, item.spartanfire:battleaxe_jungle.name
spartanfire:boomerang_jungle, item.spartanfire:boomerang_jungle.name
spartanfire:mace_jungle, item.spartanfire:mace_jungle.name
spartanfire:staff_jungle, item.spartanfire:staff_jungle.name
spartanfire:glaive_jungle, item.spartanfire:glaive_jungle.name
spartanfire:katana_desert, item.spartanfire:katana_desert.name
spartanfire:greatsword_desert, item.spartanfire:greatsword_desert.name
spartanfire:longsword_desert, item.spartanfire:longsword_desert.name
spartanfire:saber_desert, item.spartanfire:saber_desert.name
spartanfire:rapier_desert, item.spartanfire:rapier_desert.name
spartanfire:dagger_desert, item.spartanfire:dagger_desert.name
spartanfire:spear_desert, item.spartanfire:spear_desert.name
spartanfire:pike_desert, item.spartanfire:pike_desert.name
spartanfire:lance_desert, item.spartanfire:lance_desert.name
spartanfire:halberd_desert, item.spartanfire:halberd_desert.name
spartanfire:warhammer_desert, item.spartanfire:warhammer_desert.name
spartanfire:hammer_desert, item.spartanfire:hammer_desert.name
spartanfire:throwing_axe_desert, item.spartanfire:throwing_axe_desert.name
spartanfire:throwing_knife_desert, item.spartanfire:throwing_knife_desert.name
spartanfire:longbow_desert, item.spartanfire:longbow_desert.name
spartanfire:crossbow_desert, item.spartanfire:spartanweaponry:crossbow_desert.name
spartanfire:javelin_desert, item.spartanfire:javelin_desert.name
spartanfire:battleaxe_desert, item.spartanfire:battleaxe_desert.name
spartanfire:boomerang_desert, item.spartanfire:boomerang_desert.name
spartanfire:mace_desert, item.spartanfire:mace_desert.name
spartanfire:staff_desert, item.spartanfire:staff_desert.name
spartanfire:glaive_desert, item.spartanfire:glaive_desert.name
spartanfire:katana_jungle_venom, item.spartanfire:katana_jungle_venom.name
spartanfire:greatsword_jungle_venom, item.spartanfire:greatsword_jungle_venom.name
spartanfire:longsword_jungle_venom, item.spartanfire:longsword_jungle_venom.name
spartanfire:saber_jungle_venom, item.spartanfire:saber_jungle_venom.name
spartanfire:rapier_jungle_venom, item.spartanfire:rapier_jungle_venom.name
spartanfire:dagger_jungle_venom, item.spartanfire:dagger_jungle_venom.name
spartanfire:spear_jungle_venom, item.spartanfire:spear_jungle_venom.name
spartanfire:pike_jungle_venom, item.spartanfire:pike_jungle_venom.name
spartanfire:lance_jungle_venom, item.spartanfire:lance_jungle_venom.name
spartanfire:halberd_jungle_venom, item.spartanfire:halberd_jungle_venom.name
spartanfire:warhammer_jungle_venom, item.spartanfire:warhammer_jungle_venom.name
spartanfire:hammer_jungle_venom, item.spartanfire:hammer_jungle_venom.name
spartanfire:throwing_axe_jungle_venom, item.spartanfire:throwing_axe_jungle_venom.name
spartanfire:throwing_knife_jungle_venom, item.spartanfire:throwing_knife_jungle_venom.name
spartanfire:longbow_jungle_venom, item.spartanfire:longbow_jungle_venom.name
spartanfire:crossbow_jungle_venom, item.spartanfire:spartanweaponry:crossbow_jungle_venom.name
spartanfire:javelin_jungle_venom, item.spartanfire:javelin_jungle_venom.name
spartanfire:battleaxe_jungle_venom, item.spartanfire:battleaxe_jungle_venom.name
spartanfire:boomerang_jungle_venom, item.spartanfire:boomerang_jungle_venom.name
spartanfire:mace_jungle_venom, item.spartanfire:mace_jungle_venom.name
spartanfire:staff_jungle_venom, item.spartanfire:staff_jungle_venom.name
spartanfire:glaive_jungle_venom, item.spartanfire:glaive_jungle_venom.name
spartanfire:katana_desert_venom, item.spartanfire:katana_desert_venom.name
spartanfire:greatsword_desert_venom, item.spartanfire:greatsword_desert_venom.name
spartanfire:longsword_desert_venom, item.spartanfire:longsword_desert_venom.name
spartanfire:saber_desert_venom, item.spartanfire:saber_desert_venom.name
spartanfire:rapier_desert_venom, item.spartanfire:rapier_desert_venom.name
spartanfire:dagger_desert_venom, item.spartanfire:dagger_desert_venom.name
spartanfire:spear_desert_venom, item.spartanfire:spear_desert_venom.name
spartanfire:pike_desert_venom, item.spartanfire:pike_desert_venom.name
spartanfire:lance_desert_venom, item.spartanfire:lance_desert_venom.name
spartanfire:halberd_desert_venom, item.spartanfire:halberd_desert_venom.name
spartanfire:warhammer_desert_venom, item.spartanfire:warhammer_desert_venom.name
spartanfire:hammer_desert_venom, item.spartanfire:hammer_desert_venom.name
spartanfire:throwing_axe_desert_venom, item.spartanfire:throwing_axe_desert_venom.name
spartanfire:throwing_knife_desert_venom, item.spartanfire:throwing_knife_desert_venom.name
spartanfire:longbow_desert_venom, item.spartanfire:longbow_desert_venom.name
spartanfire:crossbow_desert_venom, item.spartanfire:spartanweaponry:crossbow_desert_venom.name
spartanfire:javelin_desert_venom, item.spartanfire:javelin_desert_venom.name
spartanfire:battleaxe_desert_venom, item.spartanfire:battleaxe_desert_venom.name
spartanfire:boomerang_desert_venom, item.spartanfire:boomerang_desert_venom.name
spartanfire:mace_desert_venom, item.spartanfire:mace_desert_venom.name
spartanfire:staff_desert_venom, item.spartanfire:staff_desert_venom.name
spartanfire:glaive_desert_venom, item.spartanfire:glaive_desert_venom.name
spartanfire:katana_ice_dragonsteel, item.spartanfire:katana_ice_dragonsteel.name
spartanfire:greatsword_ice_dragonsteel, item.spartanfire:greatsword_ice_dragonsteel.name
spartanfire:longsword_ice_dragonsteel, item.spartanfire:longsword_ice_dragonsteel.name
spartanfire:saber_ice_dragonsteel, item.spartanfire:saber_ice_dragonsteel.name
spartanfire:rapier_ice_dragonsteel, item.spartanfire:rapier_ice_dragonsteel.name
spartanfire:dagger_ice_dragonsteel, item.spartanfire:dagger_ice_dragonsteel.name
spartanfire:spear_ice_dragonsteel, item.spartanfire:spear_ice_dragonsteel.name
spartanfire:pike_ice_dragonsteel, item.spartanfire:pike_ice_dragonsteel.name
spartanfire:lance_ice_dragonsteel, item.spartanfire:lance_ice_dragonsteel.name
spartanfire:halberd_ice_dragonsteel, item.spartanfire:halberd_ice_dragonsteel.name
spartanfire:warhammer_ice_dragonsteel, item.spartanfire:warhammer_ice_dragonsteel.name
spartanfire:hammer_ice_dragonsteel, item.spartanfire:hammer_ice_dragonsteel.name
spartanfire:throwing_axe_ice_dragonsteel, item.spartanfire:throwing_axe_ice_dragonsteel.name
spartanfire:throwing_knife_ice_dragonsteel, item.spartanfire:throwing_knife_ice_dragonsteel.name
spartanfire:longbow_ice_dragonsteel, item.spartanfire:longbow_ice_dragonsteel.name
spartanfire:crossbow_ice_dragonsteel, item.spartanfire:spartanweaponry:crossbow_ice_dragonsteel.name
spartanfire:javelin_ice_dragonsteel, item.spartanfire:javelin_ice_dragonsteel.name
spartanfire:battleaxe_ice_dragonsteel, item.spartanfire:battleaxe_ice_dragonsteel.name
spartanfire:boomerang_ice_dragonsteel, item.spartanfire:boomerang_ice_dragonsteel.name
spartanfire:mace_ice_dragonsteel, item.spartanfire:mace_ice_dragonsteel.name
spartanfire:staff_ice_dragonsteel, item.spartanfire:staff_ice_dragonsteel.name
spartanfire:glaive_ice_dragonsteel, item.spartanfire:glaive_ice_dragonsteel.name
spartanfire:katana_fire_dragonsteel, item.spartanfire:katana_fire_dragonsteel.name
spartanfire:greatsword_fire_dragonsteel, item.spartanfire:greatsword_fire_dragonsteel.name
spartanfire:longsword_fire_dragonsteel, item.spartanfire:longsword_fire_dragonsteel.name
spartanfire:saber_fire_dragonsteel, item.spartanfire:saber_fire_dragonsteel.name
spartanfire:rapier_fire_dragonsteel, item.spartanfire:rapier_fire_dragonsteel.name
spartanfire:dagger_fire_dragonsteel, item.spartanfire:dagger_fire_dragonsteel.name
spartanfire:spear_fire_dragonsteel, item.spartanfire:spear_fire_dragonsteel.name
spartanfire:pike_fire_dragonsteel, item.spartanfire:pike_fire_dragonsteel.name
spartanfire:lance_fire_dragonsteel, item.spartanfire:lance_fire_dragonsteel.name
spartanfire:halberd_fire_dragonsteel, item.spartanfire:halberd_fire_dragonsteel.name
spartanfire:warhammer_fire_dragonsteel, item.spartanfire:warhammer_fire_dragonsteel.name
spartanfire:hammer_fire_dragonsteel, item.spartanfire:hammer_fire_dragonsteel.name
spartanfire:throwing_axe_fire_dragonsteel, item.spartanfire:throwing_axe_fire_dragonsteel.name
spartanfire:throwing_knife_fire_dragonsteel, item.spartanfire:throwing_knife_fire_dragonsteel.name
spartanfire:longbow_fire_dragonsteel, item.spartanfire:longbow_fire_dragonsteel.name
spartanfire:crossbow_fire_dragonsteel, item.spartanfire:spartanweaponry:crossbow_fire_dragonsteel.name
spartanfire:javelin_fire_dragonsteel, item.spartanfire:javelin_fire_dragonsteel.name
spartanfire:battleaxe_fire_dragonsteel, item.spartanfire:battleaxe_fire_dragonsteel.name
spartanfire:boomerang_fire_dragonsteel, item.spartanfire:boomerang_fire_dragonsteel.name
spartanfire:mace_fire_dragonsteel, item.spartanfire:mace_fire_dragonsteel.name
spartanfire:staff_fire_dragonsteel, item.spartanfire:staff_fire_dragonsteel.name
spartanfire:glaive_fire_dragonsteel, item.spartanfire:glaive_fire_dragonsteel.name
spartanfire:witherbone_pole, Witherbone Pole
spartanfire:witherbone_handle, Witherbone Handle
spartanshields:shield_basic_wood, Crude Wooden Shield
spartanshields:shield_basic_stone, Stone Braced Shield
spartanshields:shield_basic_iron, Iron Plated Shield
spartanshields:shield_basic_gold, Gold Gilded Shield
spartanshields:shield_basic_diamond, Diamond Reinforced Shield
spartanshields:shield_basic_obsidian, Bulky Obsidian Shield
spartanshields:shield_tower_wood, Wooden Tower Shield
spartanshields:shield_tower_stone, Stone Tower Shield
spartanshields:shield_tower_iron, Iron Tower Shield
spartanshields:shield_tower_gold, Gold Tower Shield
spartanshields:shield_tower_diamond, Diamond Tower Shield
spartanshields:shield_tower_obsidian, Obsidian Tower Shield
spartanshields:shield_basic_bronze, Bronze Plated Shield
spartanshields:shield_tower_bronze, Bronze Tower Shield
spartanshields:shield_basic_steel, Steel Plated Shield
spartanshields:shield_tower_steel, Steel Tower Shield
spartanshields:shield_basic_copper, Copper Braced Shield
spartanshields:shield_tower_copper, Copper Tower Shield
spartanshields:shield_basic_tin, Tin Braced Shield
spartanshields:shield_tower_tin, Tin Tower Shield
spartanshields:shield_basic_silver, Silver Gilded Shield
spartanshields:shield_tower_silver, Silver Tower Shield
spartanshields:shield_basic_enderium, Enderium Strengthened Shield
spartanshields:shield_basic_invar, Invar Plated Shield
spartanshields:shield_tower_invar, Invar Tower Shield
spartanshields:shield_basic_platinum, Platinum Plated Shield
spartanshields:shield_tower_platinum, Platinum Tower Shield
spartanshields:shield_basic_electrum, Electrum Plated Shield
spartanshields:shield_tower_electrum, Electrum Tower Shield
spartanshields:shield_basic_nickel, Nickel Braced Shield
spartanshields:shield_tower_nickel, Nickel Tower Shield
spartanshields:shield_basic_lead, Lead Plated Shield
spartanshields:shield_tower_lead, Lead Tower Shield
spartanshields:shield_basic_signalum, Signalum Strengthened Shield
spartanshields:shield_basic_lumium, Radiant Lumium Shield
spartanshields:shield_botania_manasteel, Manasteel Plated Shield
spartanshields:shield_botania_terrasteel, Terrasteel Strengthened Shield
spartanshields:shield_botania_elementium, Elementium Plated Shield
spartanshields:shield_basic_constantan, Constantan Plated Shield
spartanshields:shield_tower_constantan, Constantan Tower Shield
spartanshields:shield_abyssalcraft_darkstone, Darkstone Braced Shield
spartanshields:shield_abyssalcraft_abyssalnite, Abyssalnite Plated Shield
spartanshields:shield_abyssalcraft_coralium, Coralium Plated Shield
spartanshields:shield_abyssalcraft_dreadium, Dreadium Reinforced Shield
spartanshields:shield_abyssalcraft_ethaxium, Ethaxium Strengthened Shield
spartanshields:shield_basic_soulforged_steel, Soulforged Steel Plated Shield
spartanshields:shield_tc_thaumium, Thaumium Plated Shield
spartanshields:shield_tc_void, Void Plated Shield
spartanshields:shield_riot_enderio, Dark Steel Riot Shield
spartanshields:shield_riot_rftools, Infused Riot Shield
spartanshields:shield_flux_ra, Flux-Infused Shield
switchbow:arrowdispenser, Arrow-Dispenser
switchbow:podest, Pedestal
switchbow:switchbow, Switch-Bow
switchbow:switchcrossbow, Switch-Crossbow
switchbow:quiver, Quiver
switchbow:magicquiver, Big-Quiver
switchbow:lovepotion, Love-Potion
switchbow:arrowlightningbolt, Thunder-Arrow
switchbow:arrowtnt, TNT-Arrow
switchbow:arrowfrost, Frost-Arrow
switchbow:arrowair, Air-Arrow
switchbow:arrowenderperle, Teleport-Arrow
switchbow:arrowvampier, Vampire-Arrow
switchbow:arrowwither, Wither-Arrow
switchbow:arrowtorch, Torch-Arrow
switchbow:arrowsplit, Sliver-Arrow
switchbow:arrowunderwater, Underwater-Arrow
switchbow:arrowdiamond, Reinforced Arrow
switchbow:arrowlove, Love-Arrow
switchbow:arrowfire, Fire-Arrow
switchbow:arrowbone, Bone-Arrow
switchbow:arrowfirework, Rocket-Arrow
switchbow:arrowsplitlove, Love-Arrow (AOE)
switchbow:arrowluck, Luck-Arrow
switchbow:arrowredstone, Redstone-Arrow
switchbow:arrowburial, Burial-Arrow
switchbow:arrowchorus, Chorus-Arrow
switchbow:arrowsprinkler, Sprinkler-Arrow
switchbow:arrowdragonbreath, Dragon-Arrow
switchbow:arrowtriple, Triple-Arrow
switchbow:arrowprotector, Protector-Arrow
switchbow:arrowknockback, Knockback-Arrow
switchbow:arrowbouncy, Bouncy-Arrow
switchbow:arrowofthesearcher, Arrow of the Searcher
switchbow:arrowpiercing, Piercing-Arrow
switchbow:arrowlightningboltstorm, Thunderstorm-Arrow
switchbow:arrowboneaoe, Bone-Arrow(AOE)
switchbow:arrowsplitupgrade, Transforming Sliver-Arrow
switchbow:arrowburialaoe, Burial-Arrow(AOE)
switchbow:arrowfireupgrade, FireStorm-Arrow
switchbow:arrowluckupgrade, Transforming Luck-Arrow
switchbow:arrowairupgrade, Air-Arrow(AOE)
switchbow:arrowsplitloveupgrade, Transforming Love-Arrow(AOE)
tanspit:spit, Campfire Spit
tcomplement:materials:0, Stone Bucket
tcomplement:materials:1, Scorched Brick
tcomplement:materials:6, iModifier
tcomplement:materials:10, Steel Ingot
tcomplement:materials:20, Steel Nugget
tcomplement:cast:0, Bucket Cast
tcomplement:cast_clay:0, Clay Bucket Cast
tcomplement:edibles:10, Milk Chocolate Ingot
tcomplement:edibles:11, Dark Chocolate Ingot
tcomplement:edibles:20, Milk Chocolate Nugget
tcomplement:edibles:21, Dark Chocolate Nugget
tcomplement:edibles:30, Cocoa Butter
tcomplement:melter:0, Melter
tcomplement:melter:8, Seared Heater
tcomplement:alloy_tank:0, Alloy Tank
tcomplement:manyullyn_helmet, Manyullyn Helmet
tcomplement:manyullyn_chestplate, Manyullyn Chestplate
tcomplement:manyullyn_leggings, Manyullyn Leggings
tcomplement:manyullyn_boots, Manyullyn Boots
tcomplement:knightslime_helmet, Knightslime Helmet
tcomplement:knightslime_chestplate, Knightslime Chestplate
tcomplement:knightslime_leggings, Knightslime Leggings
tcomplement:knightslime_boots, Knightslime Boots
tcomplement:steel_helmet, Steel Helmet
tcomplement:steel_chestplate, Steel Chestplate
tcomplement:steel_leggings, Steel Leggings
tcomplement:steel_boots, Steel Boots
tcomplement:storage:0, Block of Charcoal
tcomplement:storage:1, Block of Steel
tcomplement:high_oven_controller:0, High Oven Controller
tcomplement:scorched_faucet:0, Scorched Faucet
tcomplement:scorched_channel:0, Scorched Channel
tcomplement:scorched_casting:0, Scorched Casting Table
tcomplement:scorched_casting:1, Scorched Casting Basin
tcomplement:high_oven_io:0, Scorched Drain
tcomplement:high_oven_io:1, Scorched Chute
tcomplement:high_oven_io:2, Scorched Duct
tcomplement:scorched_block:0, Scorched Stone
tcomplement:scorched_block:1, Scorched Cobblestone
tcomplement:scorched_block:2, Scorched Paver
tcomplement:scorched_block:3, Scorched Bricks
tcomplement:scorched_block:4, Cracked Scorched Bricks
tcomplement:scorched_block:5, Fancy Scorched Bricks
tcomplement:scorched_block:6, Square Scorched Bricks
tcomplement:scorched_block:7, Scorched Road
tcomplement:scorched_block:8, Scorched Creeperface
tcomplement:scorched_block:9, Triangle Scorched Bricks
tcomplement:scorched_block:10, Small Scorched Bricks
tcomplement:scorched_block:11, Scorched Tiles
tcomplement:scorched_slab:0, Scorched Stone Slab
tcomplement:scorched_slab:1, Scorched Cobblestone Slab
tcomplement:scorched_slab:2, Scorched Paver Slab
tcomplement:scorched_slab:3, Scorched Bricks Slab
tcomplement:scorched_slab:4, Cracked Scorched Bricks Slab
tcomplement:scorched_slab:5, Fancy Scorched Bricks Slab
tcomplement:scorched_slab:6, Square Scorched Bricks Slab
tcomplement:scorched_slab:7, Scorched Road Slab
tcomplement:scorched_slab2:0, Scorched Creeperface Slab
tcomplement:scorched_slab2:1, Triangle Scorched Bricks Slab
tcomplement:scorched_slab2:2, Small Scorched Bricks Slab
tcomplement:scorched_slab2:3, Scorched Tile Slab
tcomplement:scorched_stairs_stone:0, Scorched Stone Stairs
tcomplement:scorched_stairs_cobble:0, Scorched Cobblestone Stairs
tcomplement:scorched_stairs_paver:0, Scorched Paver Stairs
tcomplement:scorched_stairs_brick:0, Scorched Bricks Stairs
tcomplement:scorched_stairs_brick_cracked:0, Cracked Scorched Bricks Stairs
tcomplement:scorched_stairs_brick_fancy:0, Fancy Scorched Bricks Stairs
tcomplement:scorched_stairs_brick_square:0, Square Scorched Bricks Stairs
tcomplement:scorched_stairs_brick_triangle:0, Triangle Scorched Bricks Stairs
tcomplement:scorched_stairs_brick_small:0, Small Scorched Bricks Stairs
tcomplement:scorched_stairs_road:0, Scorched Road Stairs
tcomplement:scorched_stairs_tile:0, Scorched Tile Stairs
tcomplement:scorched_stairs_creeper:0, Scorched Creeperface Stairs
tcomplement:chisel_head:0, Wooden Chisel Head
tcomplement:chisel_head:0, Stone Chisel Head
tcomplement:chisel_head:0, Flint Chisel Head
tcomplement:chisel_head:0, Cactus Chisel Head
tcomplement:chisel_head:0, Bone Chisel Head
tcomplement:chisel_head:0, Obsidian Chisel Head
tcomplement:chisel_head:0, Prismarine Chisel Head
tcomplement:chisel_head:0, End Chisel Head
tcomplement:chisel_head:0, Paper Chisel Head
tcomplement:chisel_head:0, Sponge Chisel Head
tcomplement:chisel_head:0, Firewood Chisel Head
tcomplement:chisel_head:0, Iron Chisel Head
tcomplement:chisel_head:0, Pig Iron Chisel Head
tcomplement:chisel_head:0, Knightslime Chisel Head
tcomplement:chisel_head:0, Slime Chisel Head
tcomplement:chisel_head:0, Slime Chisel Head
tcomplement:chisel_head:0, Magma Slime Chisel Head
tcomplement:chisel_head:0, Netherrack Chisel Head
tcomplement:chisel_head:0, Cobalt Chisel Head
tcomplement:chisel_head:0, Ardite Chisel Head
tcomplement:chisel_head:0, Manyullyn Chisel Head
tcomplement:chisel_head:0, Copper Chisel Head
tcomplement:chisel_head:0, Bronze Chisel Head
tcomplement:chisel_head:0, Lead Chisel Head
tcomplement:chisel_head:0, Silver Chisel Head
tcomplement:chisel_head:0, Electrum Chisel Head
tcomplement:chisel_head:0, Steel Chisel Head
tcomplement:chisel_head:0, Treated Wood Chisel Head
tcomplement:chisel_head:0, Constantan Chisel Head
tcomplement:chisel_head:0, Umbrium Chisel Head
tcomplement:chisel_head:0, Dragon Bone Chisel Head
tcomplement:chisel_head:0, Desert Myrmex Chitin Chisel Head
tcomplement:chisel_head:0, Jungle Myrmex Chitin Chisel Head
tcomplement:chisel_head:0, Fire Dragonsteel Chisel Head
tcomplement:chisel_head:0, Ice Dragonsteel Chisel Head
tcomplement:chisel_head:0, Weezer Chisel Head
tcomplement:chisel, Chisel
toolbelt:belt, Tool Belt
toolbelt:pouch, Belt Pouch
xat:glowing_ingot, Glowing Ingot
xat:glowing_powder, Glowing Powder
xat:glowing_gem, Glowing Gem
xat:dwarf_stout, Dwarf Stout
xat:fairy_dew, Fairy Dew
xat:titan_spirit, Titan's Spirit
xat:weightless_stone, item.weightless_stone.name
xat:inertia_null_stone, item.inertia_null_stone.name
xat:greater_inertia_stone, item.greater_inertia_stone.name
xat:glow_ring, item.glow_ring.name
xat:sea_stone, item.sea_stone.name
xat:polarized_stone, item.polarized_stone.name
xat:dragons_eye, item.dragons_eye.name
xat:fairy_ring, item.fairy_ring.name
xat:dwarf_ring, item.dwarf_ring.name
xat:wither_ring, item.wither_ring.name
xat:poison_stone, item.poison_stone.name
xat:ender_tiara, item.ender_tiara.name
xat:damage_shield, item.damage_shield.name
xat:arcing_orb, item.arcing_orb.name
xat:titan_ring, item.titan_ring.name
waystones:waystone, Waystone
waystones:return_scroll, Return Scroll
waystones:bound_scroll, Bound Scroll
waystones:warp_scroll, Warp Scroll
waystones:warp_stone, Warp Stone
xpbook:xp_book, XP Tome
armorunder:mod_icon, Icon
armorunder:cooling_goo, Cooling Goo
armorunder:heating_goo, Heating Goo
armorunder:cool_liner_material, Cooling Liner Material
armorunder:warm_liner_material, Warming Liner Material
armorunder:liner_snips, Liner Snips
armorunder:cool_boots_liner, Boots Cool Liner
armorunder:cool_chestplate_liner, Chestplate Cool Liner
armorunder:cool_helmet_liner, Helmet Cool Liner
armorunder:cool_leggings_liner, Leggings Cool Liner
armorunder:warm_boots_liner, Boots Warm Liner
armorunder:warm_chestplate_liner, Chestplate Warm Liner
armorunder:warm_helmet_liner, Helmet Warm Liner
armorunder:warm_leggings_liner, Leggings Warm Liner
armorunder:goopak_cool, Goopak Cool
armorunder:goopak_heat, Goopak Heat
armorunder:goopak_spent, Used Goopak
armorunder:flipflop_goo, Flip Flop Goo
armorunder:flipflop_liner_material, Ozzy Liner Material
armorunder:auto_chestplate_liner, Ozzy Chestplate Liner
armorunder:auto_leggings_liner, Ozzy Leggings Liner
mujmajnkraftsbettersurvival:itemsmallshield, Round Shield
mujmajnkraftsbettersurvival:itemcrossbow, Crossbow
mujmajnkraftsbettersurvival:itembigshield, Big Shield
mujmajnkraftsbettersurvival:itemwoodhammer, Wooden Hammer
mujmajnkraftsbettersurvival:itemstonehammer, Stone Hammer
mujmajnkraftsbettersurvival:itemironhammer, Iron Hammer
mujmajnkraftsbettersurvival:itemdiamondhammer, Diamond Hammer
mujmajnkraftsbettersurvival:itemgoldhammer, Golden Hammer
mujmajnkraftsbettersurvival:itemcopperhammer, Copper Hammer
mujmajnkraftsbettersurvival:itembronzehammer, Bronze Hammer
mujmajnkraftsbettersurvival:iteminvarhammer, Invar Hammer
mujmajnkraftsbettersurvival:itemsilverhammer, Silver Hammer
mujmajnkraftsbettersurvival:itemelectrumhammer, Electrum Hammer
mujmajnkraftsbettersurvival:itemaluminiumhammer, Aluminium Hammer
mujmajnkraftsbettersurvival:itemsteelhammer, Steel Hammer
mujmajnkraftsbettersurvival:itemsignalumhammer, Signalum Hammer
mujmajnkraftsbettersurvival:itemlumiumhammer, Lumium Hammer
mujmajnkraftsbettersurvival:itemenderiumhammer, Enderium Hammer
mujmajnkraftsbettersurvival:itemdragonbonehammer, Dragon Bone Hammer
mujmajnkraftsbettersurvival:itemjunglechitinhammer, Jungle Myrmex Chitin Hammer
mujmajnkraftsbettersurvival:itemdesertchitinhammer, Desert Myrmex Chitin Hammer
mujmajnkraftsbettersurvival:itemwoodspear, Wooden Spear
mujmajnkraftsbettersurvival:itemstonespear, Stone Spear
mujmajnkraftsbettersurvival:itemironspear, Iron Spear
mujmajnkraftsbettersurvival:itemdiamondspear, Diamond Spear
mujmajnkraftsbettersurvival:itemgoldspear, Golden Spear
mujmajnkraftsbettersurvival:itemcopperspear, Copper Spear
mujmajnkraftsbettersurvival:itembronzespear, Bronze Spear
mujmajnkraftsbettersurvival:iteminvarspear, Invar Spear
mujmajnkraftsbettersurvival:itemsilverspear, Silver Spear
mujmajnkraftsbettersurvival:itemelectrumspear, Electrum Spear
mujmajnkraftsbettersurvival:itemaluminiumspear, Aluminium Spear
mujmajnkraftsbettersurvival:itemsteelspear, Steel Spear
mujmajnkraftsbettersurvival:itemsignalumspear, Signalum Spear
mujmajnkraftsbettersurvival:itemlumiumspear, Lumium Spear
mujmajnkraftsbettersurvival:itemenderiumspear, Enderium Spear
mujmajnkraftsbettersurvival:itemdragonbonespear, Dragon Bone Spear
mujmajnkraftsbettersurvival:itemjunglechitinspear, Jungle Myrmex Chitin Spear
mujmajnkraftsbettersurvival:itemdesertchitinspear, Desert Myrmex Chitin Spear
mujmajnkraftsbettersurvival:itemwoodbattleaxe, Wooden Battle Axe
mujmajnkraftsbettersurvival:itemstonebattleaxe, Stone Battle Axe
mujmajnkraftsbettersurvival:itemironbattleaxe, Iron Battle Axe
mujmajnkraftsbettersurvival:itemdiamondbattleaxe, Diamond Battle Axe
mujmajnkraftsbettersurvival:itemgoldbattleaxe, Golden Battle Axe
mujmajnkraftsbettersurvival:itemcopperbattleaxe, Copper Battle Axe
mujmajnkraftsbettersurvival:itembronzebattleaxe, Bronze Battle Axe
mujmajnkraftsbettersurvival:iteminvarbattleaxe, Invar Battle Axe
mujmajnkraftsbettersurvival:itemsilverbattleaxe, Silver Battle Axe
mujmajnkraftsbettersurvival:itemelectrumbattleaxe, Electrum Battle Axe
mujmajnkraftsbettersurvival:itemaluminiumbattleaxe, Aluminium Battle Axe
mujmajnkraftsbettersurvival:itemsteelbattleaxe, Steel Battle Axe
mujmajnkraftsbettersurvival:itemsignalumbattleaxe, Signalum Battle Axe
mujmajnkraftsbettersurvival:itemlumiumbattleaxe, Lumium Battle Axe
mujmajnkraftsbettersurvival:itemenderiumbattleaxe, Enderium Battle Axe
mujmajnkraftsbettersurvival:itemdragonbonebattleaxe, Dragon Bone Battle Axe
mujmajnkraftsbettersurvival:itemjunglechitinbattleaxe, Jungle Myrmex Chitin Battle Axe
mujmajnkraftsbettersurvival:itemdesertchitinbattleaxe, Desert Myrmex Chitin Battle Axe
mujmajnkraftsbettersurvival:itemwooddagger, Wooden Dagger
mujmajnkraftsbettersurvival:itemstonedagger, Stone Dagger
mujmajnkraftsbettersurvival:itemirondagger, Iron Dagger
mujmajnkraftsbettersurvival:itemdiamonddagger, Diamond Dagger
mujmajnkraftsbettersurvival:itemgolddagger, Golden Dagger
mujmajnkraftsbettersurvival:itemcopperdagger, Copper Dagger
mujmajnkraftsbettersurvival:itembronzedagger, Bronze Dagger
mujmajnkraftsbettersurvival:iteminvardagger, Invar Dagger
mujmajnkraftsbettersurvival:itemsilverdagger, Silver Dagger
mujmajnkraftsbettersurvival:itemelectrumdagger, Electrum Dagger
mujmajnkraftsbettersurvival:itemaluminiumdagger, Aluminium Dagger
mujmajnkraftsbettersurvival:itemsteeldagger, Steel Dagger
mujmajnkraftsbettersurvival:itemsignalumdagger, Signalum Dagger
mujmajnkraftsbettersurvival:itemlumiumdagger, Lumium Dagger
mujmajnkraftsbettersurvival:itemenderiumdagger, Enderium Dagger
